qkey,input_prompt,output_token,output_dist,attribute,group,ordinal
a77,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 您配偶或同居伴侣上一周没有工作的原因
A. 不知道
B. 在校学习
C. 丧失劳动能力
D. 毕业后未工作
E. 因单位原因失去原工作
F. 因个人原因失去原工作
G. 承包土地被征用
H. 离/退休
I. 料理家务
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' I', ' H', ' I', ' I', ' H', ' H', ' I', ' C', ' C', ' I', ' H', ' I', ' H', ' C', ' H', ' I', ' C', ' I', ' I', ' I', ' C', ' C', ' I', ' H', ' H', ' H', ' I', ' H', ' I', ' I', ' H', ' C', ' C', ' C', ' H', ' I', ' I', ' H', ' I', ' I', ' H', ' I', ' C', ' D', ' J', ' H', ' C', ' C', ' I', ' I', ' H', ' I', ' C', ' I', ' I', ' H', ' C', ' C', ' I', ' H', ' H', ' H', ' I', ' I', ' I', ' H', ' H', ' C', ' C', ' I', ' C', ' C', ' C', ' H', ' I', ' I', ' C', ' I', ' I', ' I', ' H', ' H', ' I', ' C', ' C', ' D', ' I', ' C', ' C', ' H', ' H', ' C', ' I', ' C', ' H', ' H', ' J', ' C', ' I', ' H']","[0.0022712439564091143, 0.0, 0.2209602831933559, 0.008158529003026372, 0.010004002776336757, 0.05842138639281501, 0.004172346131807902, 0.3689060974959944, 0.2843777079910542, 0.04272840305920039, 0.0020807882603274]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
a44,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 上次居委会选举/村委会选举，您是否参加了投票
A. 不知道
B. 是
C. 否
D. 没有投票资格
Answer as a choice between A.,B.,C.,D.

Answer:","[' C', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' D', ' C', ' A', ' C', ' B', ' B', ' C', ' B', ' B', ' B', ' A', ' B', ' C', ' B', ' A', ' C', ' B', ' B', ' B', ' C', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' C', ' C', ' C', ' C', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' C', ' B', ' C', ' B', ' B', ' B', ' C', ' C', ' B', ' B', ' B', ' C', ' C', ' B', ' C', ' D', ' B', ' C', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' C', ' C', ' B', ' B', ' C', ' B']","[0.01879258461518812, 0.6143845704014796, 0.3356568695662073, 0.031165975417124885, 0.0]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0]"
a40,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: B. 村委会（农村型）

Answer the following question keeping in mind your previous answers.
Question: 您认为同性间的性行为对不对
A. 不知道
B. 总是不对的
C. 大多数情况下是不对的
D. 说不上对与不对
E. 有时是对的
F. 完全是对的
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' B', ' B', ' B', ' B', ' D', ' A', ' B', ' B', ' F', ' D', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' E', ' B', ' B', ' D', ' D', ' B', ' B', ' E', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' E', ' B', ' D', ' B', ' B', ' B', ' D', ' B', ' B', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' E', ' D', ' B', ' B', ' B', ' B', ' D', ' D', ' B', ' B', ' F', ' B', ' B', ' B', ' A', ' B', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' A', ' B', ' B']","[0.020461617457663187, 0.7253977411884927, 0.05196141047361511, 0.15731262772849208, 0.027787867908339967, 0.017078735243397026, 0.0021200998030141]",村居类型,村委会（农村型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
c12c,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-帮忙料理家务/照顾家人
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' A', ' A', ' G', ' G', ' A', ' G', ' F', ' D', ' A', ' D', ' B', ' E', ' F', ' A', ' F', ' A', ' D', ' A', ' G', ' A', ' G', ' A', ' B', ' A', ' E', ' G', ' F', ' D', ' F', ' A', ' A', ' F', ' A', ' G', ' A', ' B', ' G', ' A', ' G', ' A', ' E', ' G', ' B', ' A', ' G', ' G', ' A', ' A', ' A', ' A', ' G', ' G', ' A', ' G', ' D', ' A', ' D', ' A', ' F', ' A', ' G', ' B', ' A', ' F', ' A', ' B', ' F', ' G', ' A', ' A', ' A', ' A', ' A', ' G', ' B', ' A', ' A', ' G', ' A', ' A', ' G', ' B', ' G', ' F', ' E', ' A', ' G', ' G', ' A', ' G', ' B', ' A', ' G', ' G', ' F', ' D', ' G', ' A', ' A', ' A']","[0.41034278877393787, 0.09053300690590335, 0.004127198016344326, 0.04445388655783539, 0.029578436478791555, 0.1265393319167579, 0.2944253513504296, 0.0]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a43b,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: B. 共青团员

Answer the following question keeping in mind your previous answers.
Question: 您认为您10年前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' D', ' C', ' C', ' F', ' F', ' G', ' I', ' D', ' A', ' E', ' E', ' A', ' H', ' D', ' H', ' F', ' D', ' F', ' H', ' D', ' E', ' G', ' H', ' F', ' G', ' D', ' F', ' C', ' D', ' C', ' C', ' F', ' E', ' B', ' C', ' F', ' J', ' E', ' H', ' F', ' B', ' D', ' F', ' F', ' D', ' F', ' H', ' B', ' G', ' G', ' B', ' F', ' G', ' D', ' E', ' B', ' E', ' G', ' F', ' D', ' B', ' E', ' F', ' D', ' B', ' D', ' C', ' H', ' B', ' B', ' F', ' F', ' G', ' B', ' D', ' E', ' D', ' D', ' D', ' C', ' C', ' B', ' G', ' D', ' D', ' D', ' F', ' F', ' F', ' E', ' B', ' F', ' H', ' F', ' D', ' D', ' G', ' F', ' E', ' C']","[0.02222090679319964, 0.14714074376996286, 0.12607586390711698, 0.2115018630164497, 0.16229880825761775, 0.20714587585921626, 0.07055488776709924, 0.03065428671240554, 0.013521069650296088, 0.0013385285426882607, 0.00754716572394768, 0.0]",政治面貌,共青团员,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a43d,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: B. 高中（含中专/技校）

Answer the following question keeping in mind your previous answers.
Question: 您认为在您14岁时，您的家庭处在哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' C', ' C', ' E', ' F', ' E', ' C', ' E', ' D', ' I', ' D', ' E', ' H', ' F', ' C', ' I', ' C', ' B', ' B', ' D', ' B', ' F', ' B', ' B', ' E', ' E', ' E', ' E', ' G', ' C', ' F', ' B', ' C', ' C', ' D', ' C', ' C', ' B', ' F', ' D', ' B', ' D', ' I', ' D', ' E', ' C', ' B', ' B', ' E', ' B', ' B', ' C', ' B', ' I', ' F', ' C', ' B', ' F', ' D', ' G', ' B', ' G', ' C', ' F', ' B', ' F', ' B', ' B', ' C', ' B', ' C', ' C', ' F', ' F', ' C', ' F', ' C', ' F', ' D', ' D', ' H', ' B', ' E', ' B', ' B', ' B', ' B', ' E', ' D', ' G', ' F', ' F', ' D', ' D', ' E', ' G', ' B', ' F', ' E', ' B', ' F']","[0.009335754807609634, 0.17504996695886862, 0.16716578719203004, 0.17596555304071917, 0.12268922449740198, 0.17873761339339203, 0.06239300589169445, 0.042862920938395326, 0.043384597838008, 0.00981678389951424, 0.01259879154236648, 0.0]",受教育程度,高中（含中专/技校）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
c11b,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: A. 中心城区

Answer the following question keeping in mind your previous answers.
Question: 在最近一次处理下列问题时，您最先向谁寻求帮助-健康问题
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 专业人员或机构
G. 没有寻求任何人的帮助
H. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' H', ' F', ' A', ' F', ' H', ' F', ' F', ' H', ' A', ' F', ' A', ' F', ' B', ' F', ' H', ' G', ' A', ' B', ' A', ' A', ' A', ' A', ' F', ' F', ' A', ' A', ' A', ' F', ' A', ' A', ' B', ' F', ' H', ' F', ' G', ' F', ' H', ' F', ' A', ' A', ' A', ' A', ' F', ' G', ' G', ' A', ' A', ' A', ' F', ' A', ' H', ' A', ' E', ' H', ' H', ' F', ' H', ' F', ' H', ' G', ' A', ' H', ' A', ' A', ' B', ' F', ' F', ' F', ' G', ' H', ' A', ' A', ' A', ' B', ' A', ' H', ' B', ' H', ' G', ' A', ' B', ' A', ' A', ' F', ' F', ' H', ' A', ' A', ' A', ' F', ' F', ' H', ' F', ' G', ' A', ' A', ' A', ' A', ' B', ' G']","[0.36781025904611814, 0.07514646868812615, 0.009970040955770813, 0.006918609640841772, 0.0400397854216231, 0.2644927304233741, 0.08529580264743167, 0.15032630317671442, 0.0]",居住地类型,中心城区,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a3002,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: B. 高中（含中专/技校）

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您是否常在空闲时间从事以下活动-出去看电影
A. 不知道
B. 每天
C. 一周数次
D. 一月数次
E. 一年数次或更少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' F', ' D', ' F', ' E', ' E', ' F', ' F', ' E', ' E', ' F', ' F', ' F', ' E', ' F', ' E', ' E', ' F', ' D', ' E', ' E', ' E', ' F', ' D', ' E', ' F', ' E', ' F', ' E', ' E', ' F', ' E', ' F', ' E', ' F', ' D', ' E', ' F', ' F', ' F', ' F', ' F', ' E', ' E', ' D', ' E', ' F', ' E', ' F', ' F', ' E', ' E', ' E', ' E', ' E', ' F', ' E', ' F', ' E', ' E', ' F', ' F', ' E', ' D', ' E', ' E', ' E', ' F', ' F', ' E', ' F', ' F', ' E', ' E', ' F', ' E', ' E', ' C', ' F', ' F', ' E', ' F', ' E', ' E', ' F', ' F', ' D', ' F', ' E', ' F', ' F', ' F', ' D', ' F', ' E', ' F', ' F', ' F', ' E', ' E', ' F']","[0.001374307104980185, 0.001860865716245472, 0.009428494218653386, 0.08276541268676786, 0.408578934018353, 0.495991986255, 0.0]",受教育程度,高中（含中专/技校）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a43a,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 您认为自己目前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' H', ' C', ' F', ' F', ' F', ' G', ' F', ' G', ' B', ' B', ' F', ' F', ' F', ' F', ' E', ' F', ' E', ' F', ' D', ' H', ' E', ' G', ' F', ' D', ' B', ' B', ' E', ' E', ' C', ' F', ' D', ' F', ' F', ' G', ' I', ' B', ' D', ' F', ' D', ' E', ' D', ' D', ' B', ' D', ' E', ' F', ' D', ' G', ' C', ' D', ' F', ' D', ' F', ' E', ' E', ' E', ' D', ' B', ' H', ' E', ' I', ' C', ' D', ' B', ' E', ' G', ' F', ' E', ' F', ' G', ' E', ' G', ' F', ' F', ' D', ' E', ' F', ' C', ' F', ' B', ' E', ' F', ' D', ' J', ' F', ' B', ' I', ' E', ' F', ' D', ' H', ' F', ' C', ' E', ' E', ' B', ' B', ' D', ' E', ' E']","[0.0069393242536188796, 0.1397401472076517, 0.07887695224058433, 0.15373831169707614, 0.15228484207020085, 0.26446529910510425, 0.12629435590880747, 0.04502390527086037, 0.019336602895578977, 0.005112005568899919, 0.00818825378161724, 0.0008179802877532]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a41,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 您认为有子女的老人的养老主要应该由谁负责
A. 不知道
B. 主要由政府负责
C. 主要由子女负责
D. 主要由老人自己负责
E. 政府/子女/老人责任均摊
Answer as a choice between A.,B.,C.,D.,E.

Answer:","[' E', ' E', ' C', ' C', ' B', ' E', ' E', ' E', ' E', ' C', ' E', ' C', ' B', ' E', ' E', ' E', ' C', ' C', ' C', ' C', ' C', ' D', ' E', ' C', ' C', ' C', ' C', ' C', ' C', ' D', ' E', ' E', ' B', ' E', ' E', ' E', ' C', ' E', ' D', ' E', ' C', ' E', ' C', ' D', ' E', ' C', ' D', ' C', ' E', ' E', ' E', ' E', ' B', ' C', ' C', ' E', ' C', ' E', ' E', ' C', ' E', ' C', ' E', ' E', ' C', ' B', ' E', ' C', ' E', ' E', ' B', ' C', ' C', ' D', ' E', ' E', ' C', ' C', ' C', ' C', ' E', ' C', ' E', ' B', ' E', ' E', ' E', ' E', ' C', ' C', ' D', ' E', ' C', ' C', ' D', ' D', ' C', ' E', ' E', ' C']","[0.0016880192995650163, 0.08478331652673073, 0.42226999136630705, 0.075160831186551, 0.4160978416208463, 0.0]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0, 5.0]"
a33,"Question: 您的性别是？
A. 男
B. 女

Answer: B. 女

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，绝大多数人都是可以信任的
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' E', ' F', ' E', ' E', ' C', ' E', ' E', ' C', ' E', ' F', ' F', ' E', ' E', ' C', ' E', ' C', ' E', ' E', ' F', ' C', ' E', ' E', ' D', ' C', ' D', ' E', ' E', ' E', ' E', ' E', ' E', ' F', ' E', ' D', ' B', ' F', ' E', ' E', ' E', ' C', ' E', ' C', ' C', ' F', ' E', ' E', ' D', ' C', ' E', ' E', ' D', ' C', ' D', ' E', ' B', ' C', ' D', ' E', ' C', ' E', ' E', ' D', ' E', ' E', ' E', ' E', ' D', ' C', ' C', ' F', ' C', ' E', ' F', ' E', ' D', ' E', ' E', ' D', ' E', ' D', ' E', ' E', ' C', ' C', ' E', ' D', ' E', ' E', ' E', ' E', ' E', ' E', ' C', ' E', ' B', ' F', ' E', ' E', ' F']","[0.0028391558153080814, 0.04025414311639199, 0.1305781628426134, 0.1892978766205919, 0.5293919938847323, 0.10763866772036229, 0.0003375549622347]",性别,女,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a422,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: C. 大专及以上

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-男性能力天生比女性强
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' A', ' B', ' D', ' D', ' D', ' B', ' D', ' B', ' D', ' C', ' C', ' B', ' C', ' E', ' B', ' C', ' C', ' B', ' B', ' B', ' D', ' B', ' B', ' E', ' B', ' B', ' B', ' D', ' C', ' D', ' C', ' B', ' D', ' B', ' B', ' C', ' D', ' D', ' D', ' B', ' C', ' E', ' C', ' C', ' E', ' C', ' C', ' B', ' C', ' C', ' B', ' B', ' C', ' B', ' F', ' C', ' C', ' C', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' F', ' B', ' E', ' C', ' C', ' B', ' D', ' C', ' B', ' D', ' C', ' C', ' E', ' C', ' B', ' C', ' B', ' C', ' B', ' D', ' D', ' C', ' F', ' E', ' B', ' B', ' E', ' B', ' C', ' B', ' B', ' B', ' B', ' B']","[0.003364638894620749, 0.35841203001249566, 0.3529527802825037, 0.12504978344845752, 0.12936531846000096, 0.03085544890192141, 0.0]",受教育程度,大专及以上,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89g,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲工作的单位或公司的类型
A. 不知道
B. 党政机关
C. 企业
D. 事业单位
E. 社会团体、居/村委会
F. 无单位/自雇（包括个体户）
G. 军队
H. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' F', ' F', ' F', ' D', ' F', ' B', ' F', ' F', ' C', ' C', ' D', ' F', ' F', ' C', ' F', ' F', ' F', ' C', ' F', ' F', ' F', ' D', ' F', ' F', ' I', ' B', ' F', ' F', ' B', ' F', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' G', ' F', ' C', ' D', ' F', ' C', ' C', ' F', ' F', ' C', ' C', ' F', ' F', ' D', ' F', ' F', ' C', ' F', ' F', ' C', ' F', ' F', ' F', ' F', ' D', ' F', ' C', ' F', ' F', ' D', ' F', ' F', ' C', ' F', ' C', ' F', ' A', ' H', ' C', ' C', ' C', ' E', ' F', ' F', ' D', ' F', ' F', ' F', ' B', ' F', ' C', ' F', ' F', ' E', ' E', ' F', ' C']","[0.017760856098665644, 0.04437676116663019, 0.18680101094342524, 0.10761910465661086, 0.04601502812570321, 0.5917684457414152, 0.003708212684267186, 0.001950580583282546, 0.0050855809049574]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a425,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-夫妻应该均等分摊家务
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' F', ' F', ' F', ' F', ' E', ' E', ' E', ' E', ' D', ' F', ' F', ' D', ' C', ' F', ' E', ' E', ' F', ' E', ' C', ' E', ' E', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' D', ' E', ' F', ' F', ' E', ' F', ' F', ' D', ' E', ' F', ' E', ' F', ' E', ' F', ' D', ' E', ' B', ' E', ' E', ' F', ' F', ' E', ' E', ' D', ' F', ' E', ' D', ' F', ' F', ' C', ' F', ' E', ' D', ' F', ' E', ' E', ' F', ' C', ' F', ' F', ' E', ' B', ' E', ' F', ' E', ' E', ' E', ' F', ' F', ' F', ' D', ' F', ' E', ' E', ' C', ' F', ' E', ' E', ' E', ' C', ' F', ' F', ' E', ' E', ' E', ' E', ' F', ' E', ' E', ' B', ' E']","[0.0, 0.039243010966633164, 0.06325885935770059, 0.10303429558138552, 0.34122344001503874, 0.453240394079242, 0.0006149134728816]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a38,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: C. 健康

Answer the following question keeping in mind your previous answers.
Question: 您认为婚前性行为对不对
A. 不知道
B. 总是不对的
C. 大多数情况下是不对的
D. 说不上对与不对
E. 有时是对的
F. 完全是对的
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' B', ' D', ' C', ' B', ' B', ' D', ' B', ' F', ' C', ' D', ' C', ' D', ' E', ' B', ' D', ' B', ' F', ' D', ' C', ' E', ' D', ' B', ' C', ' D', ' D', ' B', ' C', ' C', ' E', ' E', ' E', ' B', ' C', ' D', ' D', ' B', ' D', ' F', ' C', ' B', ' D', ' D', ' E', ' D', ' C', ' B', ' E', ' B', ' E', ' F', ' C', ' D', ' D', ' B', ' C', ' D', ' C', ' C', ' D', ' D', ' F', ' E', ' E', ' B', ' D', ' B', ' B', ' B', ' D', ' B', ' D', ' D', ' B', ' D', ' B', ' D', ' C', ' C', ' B', ' E', ' B', ' D', ' F', ' B', ' D', ' D', ' D', ' D', ' D', ' D', ' D', ' C', ' D', ' D', ' D', ' B', ' B', ' E', ' F']","[0.009489196542943966, 0.2707870589793771, 0.15738771208451766, 0.371643369987465, 0.1343992568862128, 0.05629340551948355, 0.0011906063888346]",自评健康状况,健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89f,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: B. 城乡结合部

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲的职务级别
A. 不知道
B. 无级别
C. 股级
D. 副科级
E. 正科级
F. 副处级
G. 正处级
H. 副司局级及以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' A', ' B', ' B', ' B', ' B', ' A', ' E', ' H', ' G', ' G', ' B', ' B', ' B', ' A', ' G', ' E', ' B', ' B', ' B', ' A', ' D', ' A', ' B', ' B', ' B', ' A', ' E', ' B', ' C', ' A', ' E', ' E', ' A', ' A', ' B', ' B', ' B', ' E', ' B', ' B', ' A', ' B', ' A', ' A', ' C', ' B', ' G', ' A', ' B', ' B', ' A', ' H', ' B', ' D', ' A', ' B', ' A', ' H', ' D', ' B', ' B', ' E', ' B', ' B', ' B', ' E', ' G', ' B', ' B', ' B', ' A', ' B', ' A', ' A', ' A', ' C', ' B', ' A', ' B', ' B', ' E', ' B', ' B', ' E', ' A', ' B', ' A', ' B', ' B', ' B', ' B', ' B', ' E', ' B', ' B', ' E', ' B', ' B', ' B', ' B']","[0.201006302409833, 0.4647514699439175, 0.03217956806752912, 0.06683727292268019, 0.189747383884768, 0.0, 0.02590843300588394, 0.01956956976538831, 0.0081506103070456]",居住地类型,城乡结合部,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a35,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: C. 分居离异或丧偶

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您认为当今社会公不公平
A. 不知道
B. 完全不公平
C. 比较不公平
D. 说不上公平但也不能说不公平
E. 比较公平
F. 完全公平
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' D', ' F', ' E', ' B', ' E', ' D', ' D', ' D', ' D', ' F', ' E', ' B', ' C', ' E', ' B', ' D', ' C', ' F', ' D', ' E', ' E', ' D', ' E', ' E', ' D', ' E', ' D', ' D', ' D', ' E', ' E', ' E', ' D', ' E', ' E', ' C', ' E', ' D', ' D', ' D', ' E', ' F', ' E', ' D', ' E', ' E', ' D', ' E', ' B', ' E', ' E', ' E', ' D', ' D', ' D', ' E', ' E', ' C', ' E', ' E', ' C', ' D', ' D', ' C', ' C', ' E', ' G', ' E', ' E', ' B', ' E', ' E', ' C', ' E', ' E', ' D', ' C', ' F', ' E', ' D', ' D', ' C', ' E', ' E', ' E', ' D', ' E', ' E', ' C', ' E', ' E', ' F', ' D', ' E', ' F', ' E', ' E', ' D', ' C']","[0.00923842142392333, 0.06734835742515102, 0.1696151701429141, 0.2468076839791823, 0.4200662267983929, 0.08692414023043638, 0.0003848455530048]",婚姻状况,分居离异或丧偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a424,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: C. 健康

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-在经济不景气时，应该先解雇女性员工
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' C', ' C', ' D', ' B', ' B', ' F', ' B', ' B', ' C', ' B', ' C', ' F', ' B', ' B', ' D', ' D', ' B', ' C', ' C', ' B', ' B', ' C', ' B', ' B', ' B', ' C', ' C', ' E', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' D', ' B', ' C', ' B', ' B', ' B', ' C', ' B', ' C', ' B', ' C', ' C', ' C', ' B', ' F', ' B', ' C', ' B', ' B', ' F', ' B', ' B', ' B', ' C', ' B', ' D', ' C', ' C', ' B', ' C', ' A', ' E', ' D', ' B', ' C', ' B', ' B', ' C', ' C', ' B', ' C', ' D', ' B', ' C', ' B', ' B', ' C', ' B', ' B', ' B', ' F', ' B', ' C', ' A', ' B', ' B', ' B', ' C', ' C', ' D', ' C', ' B', ' B', ' B']","[0.011333290713603563, 0.5004946257640535, 0.30667213772065777, 0.08124044323650943, 0.07016564592621201, 0.030093856638963835, 0.0]",自评健康状况,健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a58,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: B. 共青团员

Answer the following question keeping in mind your previous answers.
Question: 您的工作经历及状况
A. 目前从事非农工作
B. 目前务农，曾经有过非农工作
C. 目前务农，没有过非农工作
D. 目前没有工作，而且只务过农
E. 目前没有工作，曾经有过非农工作
F. 从未工作过
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' A', ' E', ' A', ' F', ' B', ' A', ' E', ' F', ' E', ' F', ' E', ' A', ' F', ' F', ' F', ' E', ' E', ' F', ' A', ' A', ' B', ' E', ' A', ' F', ' A', ' E', ' E', ' A', ' E', ' A', ' E', ' A', ' F', ' E', ' F', ' B', ' F', ' E', ' A', ' A', ' F', ' A', ' F', ' C', ' A', ' E', ' F', ' E', ' E', ' A', ' F', ' B', ' F', ' F', ' B', ' A', ' A', ' E', ' F', ' F', ' F', ' F', ' A', ' E', ' C', ' F', ' F', ' E', ' C', ' B', ' A', ' F', ' E', ' B', ' A', ' A', ' E', ' F', ' A', ' E', ' E', ' E', ' A', ' A', ' E', ' F', ' E', ' E', ' D', ' A', ' F', ' E', ' A', ' E', ' E', ' F', ' A', ' A', ' F']","[0.3120904192122156, 0.0415050884599865, 0.019333692576199175, 0.030254824707994225, 0.23024843386126967, 0.366567541182335, 0.0]",政治面貌,共青团员,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
